Year_Month,Card_type,Contract_region,Trip
Jan-2021,Adult,Outer Sydney Metro Contract 3,4384
Jan-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 3,4
Jan-2021,Adult Single Bus Trip 3,Outer Sydney Metro Contract 3,2
Jan-2021,CTP,Outer Sydney Metro Contract 3,4703
Jan-2021,Child/Youth,Outer Sydney Metro Contract 3,2555
Jan-2021,Concession,Outer Sydney Metro Contract 3,421
Jan-2021,Day Pass without SAF,Outer Sydney Metro Contract 3,2
Jan-2021,Employee,Outer Sydney Metro Contract 3,19
Jan-2021,Free Travel,Outer Sydney Metro Contract 3,73
Jan-2021,School Student,Outer Sydney Metro Contract 3,140
Jan-2021,Senior/Pensioner,Outer Sydney Metro Contract 3,5516
Jan-2021,Adult,Outer Sydney Metro Contract 4,9206
Jan-2021,Adult Single Bus Trip 2,Outer Sydney Metro Contract 4,1
Jan-2021,CTP,Outer Sydney Metro Contract 4,6516
Jan-2021,Child/Youth,Outer Sydney Metro Contract 4,4958
Jan-2021,Concession,Outer Sydney Metro Contract 4,1661
Jan-2021,Day Pass without SAF,Outer Sydney Metro Contract 4,7
Jan-2021,Employee,Outer Sydney Metro Contract 4,78
Jan-2021,Free Travel,Outer Sydney Metro Contract 4,212
Jan-2021,School Student,Outer Sydney Metro Contract 4,534
Jan-2021,Senior/Pensioner,Outer Sydney Metro Contract 4,16289
Jan-2021,Adult,Outer Sydney Metro Contract 6,48768
Jan-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 6,2
Jan-2021,Adult Single Bus Trip 3,Outer Sydney Metro Contract 6,1
Jan-2021,CTP,Outer Sydney Metro Contract 6,25598
Jan-2021,Child/Youth,Outer Sydney Metro Contract 6,23617
Jan-2021,Concession,Outer Sydney Metro Contract 6,6154
Jan-2021,Day Pass without SAF,Outer Sydney Metro Contract 6,12
Jan-2021,Employee,Outer Sydney Metro Contract 6,784
Jan-2021,Free Travel,Outer Sydney Metro Contract 6,1271
Jan-2021,School Student,Outer Sydney Metro Contract 6,2307
Jan-2021,Senior/Pensioner,Outer Sydney Metro Contract 6,76107
Jan-2021,Adult,Outer Sydney Metro Contract 7,24013
Jan-2021,Adult Single Bus Trip 2,Outer Sydney Metro Contract 7,1
Jan-2021,CTP,Outer Sydney Metro Contract 7,14024
Jan-2021,Child/Youth,Outer Sydney Metro Contract 7,12711
Jan-2021,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 7,1
Jan-2021,Concession,Outer Sydney Metro Contract 7,2954
Jan-2021,Day Pass without SAF,Outer Sydney Metro Contract 7,14
Jan-2021,Employee,Outer Sydney Metro Contract 7,100
Jan-2021,Free Travel,Outer Sydney Metro Contract 7,481
Jan-2021,School Student,Outer Sydney Metro Contract 7,1401
Jan-2021,Senior/Pensioner,Outer Sydney Metro Contract 7,36548
Jan-2021,Adult,Outer Sydney Metro Contract 8,8642
Jan-2021,CTP,Outer Sydney Metro Contract 8,4394
Jan-2021,Child/Youth,Outer Sydney Metro Contract 8,2453
Jan-2021,Concession,Outer Sydney Metro Contract 8,819
Jan-2021,Day Pass without SAF,Outer Sydney Metro Contract 8,7
Jan-2021,Employee,Outer Sydney Metro Contract 8,88
Jan-2021,Free Travel,Outer Sydney Metro Contract 8,94
Jan-2021,School Student,Outer Sydney Metro Contract 8,1592
Jan-2021,Senior/Pensioner,Outer Sydney Metro Contract 8,10716
Jan-2021,Adult,Outer Sydney Metro Contract 9,2415
Jan-2021,CTP,Outer Sydney Metro Contract 9,1334
Jan-2021,Child/Youth,Outer Sydney Metro Contract 9,1142
Jan-2021,Concession,Outer Sydney Metro Contract 9,169
Jan-2021,Employee,Outer Sydney Metro Contract 9,13
Jan-2021,Free Travel,Outer Sydney Metro Contract 9,50
Jan-2021,School Student,Outer Sydney Metro Contract 9,570
Jan-2021,Senior/Pensioner,Outer Sydney Metro Contract 9,1961
Jan-2021,Adult,SBSC Contract 6,1088533
Jan-2021,Adult Single Bus Trip 1,SBSC Contract 6,14
Jan-2021,Adult Single Bus Trip 2,SBSC Contract 6,3
Jan-2021,Adult Single Bus Trip 3,SBSC Contract 6,1
Jan-2021,CTP,SBSC Contract 6,499145
Jan-2021,Child/Youth,SBSC Contract 6,112771
Jan-2021,Concession,SBSC Contract 6,113428
Jan-2021,Day Pass without SAF,SBSC Contract 6,61
Jan-2021,Employee,SBSC Contract 6,13601
Jan-2021,Free Travel,SBSC Contract 6,3570
Jan-2021,On Demand,SBSC Contract 6,3498
Jan-2021,School Student,SBSC Contract 6,5711
Jan-2021,Senior/Pensioner,SBSC Contract 6,451928
Jan-2021,Adult,Sydney Metro Contract 1,230528
Jan-2021,Adult Single Bus Trip 1,Sydney Metro Contract 1,3
Jan-2021,CTP,Sydney Metro Contract 1,77831
Jan-2021,Child/Youth,Sydney Metro Contract 1,46574
Jan-2021,Child/Youth Single Bus Trip 1,Sydney Metro Contract 1,9
Jan-2021,Child/Youth Single Bus Trip 2,Sydney Metro Contract 1,1
Jan-2021,Concession,Sydney Metro Contract 1,20182
Jan-2021,Day Pass without SAF,Sydney Metro Contract 1,140
Jan-2021,Employee,Sydney Metro Contract 1,1409
Jan-2021,Free Travel,Sydney Metro Contract 1,1129
Jan-2021,On Demand,Sydney Metro Contract 1,6077
Jan-2021,School Student,Sydney Metro Contract 1,5077
Jan-2021,Senior/Pensioner,Sydney Metro Contract 1,137359
Jan-2021,Adult,Sydney Metro Contract 10,134105
Jan-2021,CTP,Sydney Metro Contract 10,43022
Jan-2021,Child/Youth,Sydney Metro Contract 10,30949
Jan-2021,Concession,Sydney Metro Contract 10,12287
Jan-2021,Day Pass without SAF,Sydney Metro Contract 10,14
Jan-2021,Employee,Sydney Metro Contract 10,687
Jan-2021,Free Travel,Sydney Metro Contract 10,660
Jan-2021,School Student,Sydney Metro Contract 10,5583
Jan-2021,Senior/Pensioner,Sydney Metro Contract 10,91948
Jan-2021,Adult,Sydney Metro Contract 12,39606
Jan-2021,Adult Single Bus Trip 1,Sydney Metro Contract 12,2
Jan-2021,CTP,Sydney Metro Contract 12,11706
Jan-2021,Child/Youth,Sydney Metro Contract 12,16243
Jan-2021,Concession,Sydney Metro Contract 12,4694
Jan-2021,Employee,Sydney Metro Contract 12,207
Jan-2021,Free Travel,Sydney Metro Contract 12,252
Jan-2021,School Student,Sydney Metro Contract 12,5116
Jan-2021,Senior/Pensioner,Sydney Metro Contract 12,18516
Jan-2021,Adult,Sydney Metro Contract 13,162369
Jan-2021,Adult Single Bus Trip 3,Sydney Metro Contract 13,1
Jan-2021,CTP,Sydney Metro Contract 13,46119
Jan-2021,Child/Youth,Sydney Metro Contract 13,25616
Jan-2021,Concession,Sydney Metro Contract 13,15219
Jan-2021,Day Pass without SAF,Sydney Metro Contract 13,14
Jan-2021,Employee,Sydney Metro Contract 13,770
Jan-2021,Free Travel,Sydney Metro Contract 13,840
Jan-2021,School Student,Sydney Metro Contract 13,2584
Jan-2021,Senior/Pensioner,Sydney Metro Contract 13,117392
Jan-2021,Adult,Sydney Metro Contract 14,112411
Jan-2021,Adult Single Bus Trip 1,Sydney Metro Contract 14,3
Jan-2021,Adult Single Bus Trip 3,Sydney Metro Contract 14,1
Jan-2021,CTP,Sydney Metro Contract 14,42799
Jan-2021,Child/Youth,Sydney Metro Contract 14,41540
Jan-2021,Concession,Sydney Metro Contract 14,11152
Jan-2021,Employee,Sydney Metro Contract 14,119
Jan-2021,Free Travel,Sydney Metro Contract 14,273
Jan-2021,School Student,Sydney Metro Contract 14,4547
Jan-2021,Senior/Pensioner,Sydney Metro Contract 14,28791
Jan-2021,Adult,Sydney Metro Contract 15,48975
Jan-2021,CTP,Sydney Metro Contract 15,19710
Jan-2021,Child/Youth,Sydney Metro Contract 15,16163
Jan-2021,Concession,Sydney Metro Contract 15,5251
Jan-2021,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 15,2
Jan-2021,Day Pass without SAF,Sydney Metro Contract 15,8
Jan-2021,Employee,Sydney Metro Contract 15,467
Jan-2021,Free Travel,Sydney Metro Contract 15,595
Jan-2021,School Student,Sydney Metro Contract 15,2626
Jan-2021,Senior/Pensioner,Sydney Metro Contract 15,40038
Jan-2021,Adult,Sydney Metro Contract 2,66807
Jan-2021,Adult Single Bus Trip 1,Sydney Metro Contract 2,1
Jan-2021,CTP,Sydney Metro Contract 2,20647
Jan-2021,Child/Youth,Sydney Metro Contract 2,14963
Jan-2021,Concession,Sydney Metro Contract 2,6698
Jan-2021,Day Pass without SAF,Sydney Metro Contract 2,3
Jan-2021,Employee,Sydney Metro Contract 2,282
Jan-2021,Free Travel,Sydney Metro Contract 2,516
Jan-2021,School Student,Sydney Metro Contract 2,1691
Jan-2021,Senior/Pensioner,Sydney Metro Contract 2,56963
Jan-2021,Adult,Sydney Metro Contract 3,195918
Jan-2021,Adult Single Bus Trip 1,Sydney Metro Contract 3,2
Jan-2021,Adult Single Bus Trip 3,Sydney Metro Contract 3,1
Jan-2021,CTP,Sydney Metro Contract 3,62768
Jan-2021,Child/Youth,Sydney Metro Contract 3,44045
Jan-2021,Concession,Sydney Metro Contract 3,23857
Jan-2021,Day Pass without SAF,Sydney Metro Contract 3,44
Jan-2021,Employee,Sydney Metro Contract 3,822
Jan-2021,Free Travel,Sydney Metro Contract 3,1000
Jan-2021,School Student,Sydney Metro Contract 3,3119
Jan-2021,Senior/Pensioner,Sydney Metro Contract 3,187292
Jan-2021,Adult,Sydney Metro Contract 4,380756
Jan-2021,Adult Single Bus Trip 1,Sydney Metro Contract 4,3
Jan-2021,Adult Single Bus Trip 2,Sydney Metro Contract 4,3
Jan-2021,CTP,Sydney Metro Contract 4,123454
Jan-2021,Child/Youth,Sydney Metro Contract 4,58890
Jan-2021,Concession,Sydney Metro Contract 4,44532
Jan-2021,Day Pass without SAF,Sydney Metro Contract 4,40
Jan-2021,Employee,Sydney Metro Contract 4,1681
Jan-2021,Free Travel,Sydney Metro Contract 4,977
Jan-2021,On Demand,Sydney Metro Contract 4,924
Jan-2021,School Student,Sydney Metro Contract 4,8921
Jan-2021,Senior/Pensioner,Sydney Metro Contract 4,110421
Jan-2021,Adult,Sydney Metro Contract 5,77623
Jan-2021,Adult Single Bus Trip 1,Sydney Metro Contract 5,1
Jan-2021,CTP,Sydney Metro Contract 5,21478
Jan-2021,Child/Youth,Sydney Metro Contract 5,14944
Jan-2021,Concession,Sydney Metro Contract 5,7903
Jan-2021,Day Pass without SAF,Sydney Metro Contract 5,1
Jan-2021,Employee,Sydney Metro Contract 5,549
Jan-2021,Free Travel,Sydney Metro Contract 5,354
Jan-2021,School Student,Sydney Metro Contract 5,1042
Jan-2021,Senior/Pensioner,Sydney Metro Contract 5,76554
Jan-2021,Adult,Sydney Metro Contract 7,636008
Jan-2021,Adult Single Bus Trip 1,Sydney Metro Contract 7,4
Jan-2021,Adult Single Bus Trip 2,Sydney Metro Contract 7,4
Jan-2021,CTP,Sydney Metro Contract 7,241338
Jan-2021,Child/Youth,Sydney Metro Contract 7,87330
Jan-2021,Concession,Sydney Metro Contract 7,58863
Jan-2021,Day Pass without SAF,Sydney Metro Contract 7,84
Jan-2021,Employee,Sydney Metro Contract 7,5714
Jan-2021,Free Travel,Sydney Metro Contract 7,1481
Jan-2021,School Student,Sydney Metro Contract 7,8352
Jan-2021,Senior/Pensioner,Sydney Metro Contract 7,195560
Jan-2021,Adult,Sydney Metro Contract 8,610539
Jan-2021,Adult Single Bus Trip 1,Sydney Metro Contract 8,3
Jan-2021,Adult Single Bus Trip 2,Sydney Metro Contract 8,4
Jan-2021,CTP,Sydney Metro Contract 8,311524
Jan-2021,Child/Youth,Sydney Metro Contract 8,155371
Jan-2021,Concession,Sydney Metro Contract 8,42600
Jan-2021,Day Pass without SAF,Sydney Metro Contract 8,4
Jan-2021,Employee,Sydney Metro Contract 8,8048
Jan-2021,Free Travel,Sydney Metro Contract 8,2048
Jan-2021,School Student,Sydney Metro Contract 8,7542
Jan-2021,Senior/Pensioner,Sydney Metro Contract 8,169645
Jan-2021,Adult,Sydney Metro Contract 9,1161005
Jan-2021,Adult Single Bus Trip 1,Sydney Metro Contract 9,14
Jan-2021,Adult Single Bus Trip 2,Sydney Metro Contract 9,1
Jan-2021,CTP,Sydney Metro Contract 9,767685
Jan-2021,Child/Youth,Sydney Metro Contract 9,126350
Jan-2021,Child/Youth Single Bus Trip 1,Sydney Metro Contract 9,7
Jan-2021,Concession,Sydney Metro Contract 9,101404
Jan-2021,Day Pass without SAF,Sydney Metro Contract 9,40
Jan-2021,Employee,Sydney Metro Contract 9,11404
Jan-2021,Free Travel,Sydney Metro Contract 9,4072
Jan-2021,School Student,Sydney Metro Contract 9,3704
Jan-2021,Senior/Pensioner,Sydney Metro Contract 9,429968
Feb-2021,Adult,NISC 1,64508
Feb-2021,Adult Single Bus Trip 1,NISC 1,1
Feb-2021,CTP,NISC 1,44459
Feb-2021,Child/Youth,NISC 1,16734
Feb-2021,Concession,NISC 1,14578
Feb-2021,Day Pass without SAF,NISC 1,58
Feb-2021,Employee,NISC 1,1690
Feb-2021,Free Travel,NISC 1,771
Feb-2021,On Demand,NISC 1,4373
Feb-2021,School Student,NISC 1,36510
Feb-2021,Senior/Pensioner,NISC 1,92828
Feb-2021,Adult,Outer Sydney Metro Contract 1,2702
Feb-2021,CTP,Outer Sydney Metro Contract 1,1604
Feb-2021,Child/Youth,Outer Sydney Metro Contract 1,1659
Feb-2021,Concession,Outer Sydney Metro Contract 1,472
Feb-2021,Day Pass without SAF,Outer Sydney Metro Contract 1,32
Feb-2021,Employee,Outer Sydney Metro Contract 1,11
Feb-2021,Free Travel,Outer Sydney Metro Contract 1,78
Feb-2021,School Student,Outer Sydney Metro Contract 1,20804
Feb-2021,Senior/Pensioner,Outer Sydney Metro Contract 1,5061
Feb-2021,Adult,Outer Sydney Metro Contract 10,33372
Feb-2021,CTP,Outer Sydney Metro Contract 10,19778
Feb-2021,Child/Youth,Outer Sydney Metro Contract 10,21132
Feb-2021,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 10,1
Feb-2021,Concession,Outer Sydney Metro Contract 10,6232
Feb-2021,Day Pass without SAF,Outer Sydney Metro Contract 10,34
Feb-2021,Employee,Outer Sydney Metro Contract 10,238
Feb-2021,Free Travel,Outer Sydney Metro Contract 10,534
Feb-2021,School Student,Outer Sydney Metro Contract 10,178144
Feb-2021,Senior/Pensioner,Outer Sydney Metro Contract 10,71779
Feb-2021,Adult,Outer Sydney Metro Contract 11,353
Feb-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 11,10
Feb-2021,CTP,Outer Sydney Metro Contract 11,321
Feb-2021,Child/Youth,Outer Sydney Metro Contract 11,378
Feb-2021,Concession,Outer Sydney Metro Contract 11,71
Feb-2021,Employee,Outer Sydney Metro Contract 11,2
Feb-2021,Free Travel,Outer Sydney Metro Contract 11,14
Feb-2021,School Student,Outer Sydney Metro Contract 11,2054
Feb-2021,Senior/Pensioner,Outer Sydney Metro Contract 11,563
Feb-2021,Adult,Outer Sydney Metro Contract 12,7563
Feb-2021,CTP,Outer Sydney Metro Contract 12,5208
Feb-2021,Child/Youth,Outer Sydney Metro Contract 12,4233
Feb-2021,Concession,Outer Sydney Metro Contract 12,1295
Feb-2021,Day Pass without SAF,Outer Sydney Metro Contract 12,6
Feb-2021,Employee,Outer Sydney Metro Contract 12,132
Feb-2021,Free Travel,Outer Sydney Metro Contract 12,244
Feb-2021,School Student,Outer Sydney Metro Contract 12,22787
Feb-2021,Senior/Pensioner,Outer Sydney Metro Contract 12,13409
Feb-2021,Adult,Outer Sydney Metro Contract 2,9728
Feb-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 2,3
Feb-2021,Adult Single Bus Trip 2,Outer Sydney Metro Contract 2,3
Feb-2021,CTP,Outer Sydney Metro Contract 2,6866
Feb-2021,Child/Youth,Outer Sydney Metro Contract 2,6137
Feb-2021,Concession,Outer Sydney Metro Contract 2,1715
Feb-2021,Day Pass without SAF,Outer Sydney Metro Contract 2,8
Feb-2021,Employee,Outer Sydney Metro Contract 2,42
Feb-2021,Free Travel,Outer Sydney Metro Contract 2,341
Feb-2021,School Student,Outer Sydney Metro Contract 2,32615
Feb-2021,Senior/Pensioner,Outer Sydney Metro Contract 2,19353
Feb-2021,Adult,Outer Sydney Metro Contract 3,4160
Feb-2021,CTP,Outer Sydney Metro Contract 3,4366
Feb-2021,Child/Youth,Outer Sydney Metro Contract 3,1869
Feb-2021,Concession,Outer Sydney Metro Contract 3,572
Feb-2021,Day Pass without SAF,Outer Sydney Metro Contract 3,1
Feb-2021,Employee,Outer Sydney Metro Contract 3,14
Feb-2021,Free Travel,Outer Sydney Metro Contract 3,100
Feb-2021,School Student,Outer Sydney Metro Contract 3,5889
Feb-2021,Senior/Pensioner,Outer Sydney Metro Contract 3,5919
Feb-2021,Adult,Outer Sydney Metro Contract 4,10156
Feb-2021,Adult Single Bus Trip 2,Outer Sydney Metro Contract 4,3
Feb-2021,CTP,Outer Sydney Metro Contract 4,6656
Feb-2021,Child/Youth,Outer Sydney Metro Contract 4,3646
Feb-2021,Concession,Outer Sydney Metro Contract 4,2272
Feb-2021,Day Pass without SAF,Outer Sydney Metro Contract 4,1
Feb-2021,Employee,Outer Sydney Metro Contract 4,75
Feb-2021,Free Travel,Outer Sydney Metro Contract 4,206
Feb-2021,School Student,Outer Sydney Metro Contract 4,11431
Feb-2021,Senior/Pensioner,Outer Sydney Metro Contract 4,17001
Feb-2021,Adult,Outer Sydney Metro Contract 6,54700
Feb-2021,Adult Single Bus Trip 1,Outer Sydney Metro Contract 6,2
Feb-2021,Adult Single Bus Trip 2,Outer Sydney Metro Contract 6,7
Feb-2021,CTP,Outer Sydney Metro Contract 6,27868
Feb-2021,Child/Youth,Outer Sydney Metro Contract 6,19056
Feb-2021,Concession,Outer Sydney Metro Contract 6,7348
Feb-2021,Day Pass without SAF,Outer Sydney Metro Contract 6,27
Feb-2021,Employee,Outer Sydney Metro Contract 6,899
Feb-2021,Free Travel,Outer Sydney Metro Contract 6,1468
Feb-2021,School Student,Outer Sydney Metro Contract 6,75209
Feb-2021,Senior/Pensioner,Outer Sydney Metro Contract 6,83596
Feb-2021,Adult,Outer Sydney Metro Contract 7,25402
Feb-2021,CTP,Outer Sydney Metro Contract 7,14359
Feb-2021,Child/Youth,Outer Sydney Metro Contract 7,11037
Feb-2021,Concession,Outer Sydney Metro Contract 7,3534
Feb-2021,Day Pass without SAF,Outer Sydney Metro Contract 7,15
Feb-2021,Employee,Outer Sydney Metro Contract 7,140
Feb-2021,Free Travel,Outer Sydney Metro Contract 7,490
Feb-2021,School Student,Outer Sydney Metro Contract 7,49249
Feb-2021,Senior/Pensioner,Outer Sydney Metro Contract 7,39045
Feb-2021,Adult,Outer Sydney Metro Contract 8,8799
Feb-2021,Adult Single Bus Trip 2,Outer Sydney Metro Contract 8,1
Feb-2021,CTP,Outer Sydney Metro Contract 8,3956
Feb-2021,Child/Youth,Outer Sydney Metro Contract 8,3378
Feb-2021,Concession,Outer Sydney Metro Contract 8,1067
Feb-2021,Employee,Outer Sydney Metro Contract 8,117
Feb-2021,Free Travel,Outer Sydney Metro Contract 8,176
Feb-2021,School Student,Outer Sydney Metro Contract 8,39163
Feb-2021,Senior/Pensioner,Outer Sydney Metro Contract 8,12241
Feb-2021,Adult,Outer Sydney Metro Contract 9,2639
Feb-2021,CTP,Outer Sydney Metro Contract 9,1496
Feb-2021,Child/Youth,Outer Sydney Metro Contract 9,1410
Feb-2021,Concession,Outer Sydney Metro Contract 9,208
Feb-2021,Employee,Outer Sydney Metro Contract 9,31
Feb-2021,Free Travel,Outer Sydney Metro Contract 9,54
Feb-2021,School Student,Outer Sydney Metro Contract 9,14802
Feb-2021,Senior/Pensioner,Outer Sydney Metro Contract 9,2428
Feb-2021,Adult,SBSC Contract 6,1242262
Feb-2021,Adult Single Bus Trip 1,SBSC Contract 6,52
Feb-2021,Adult Single Bus Trip 2,SBSC Contract 6,5
Feb-2021,Adult Single Bus Trip 3,SBSC Contract 6,1
Feb-2021,CTP,SBSC Contract 6,566404
Feb-2021,Child/Youth,SBSC Contract 6,86298
Feb-2021,Child/Youth Single Bus Trip 3,SBSC Contract 6,2
Feb-2021,Concession,SBSC Contract 6,163264
Feb-2021,Day Pass without SAF,SBSC Contract 6,57
Feb-2021,Employee,SBSC Contract 6,15417
Feb-2021,Free Travel,SBSC Contract 6,4413
Feb-2021,On Demand,SBSC Contract 6,4455
Feb-2021,School Student,SBSC Contract 6,113413
Feb-2021,Senior/Pensioner,SBSC Contract 6,526204
Feb-2021,Adult,Sydney Metro Contract 1,265311
Feb-2021,Adult Single Bus Trip 1,Sydney Metro Contract 1,3
Feb-2021,Adult Single Bus Trip 3,Sydney Metro Contract 1,3
Feb-2021,CTP,Sydney Metro Contract 1,88175
Feb-2021,Child/Youth,Sydney Metro Contract 1,45469
Feb-2021,Concession,Sydney Metro Contract 1,30997
Feb-2021,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 1,5
Feb-2021,Day Pass without SAF,Sydney Metro Contract 1,207
Feb-2021,Employee,Sydney Metro Contract 1,1746
Feb-2021,Free Travel,Sydney Metro Contract 1,1234
Feb-2021,On Demand,Sydney Metro Contract 1,7723
Feb-2021,School Student,Sydney Metro Contract 1,149034
Feb-2021,Senior/Pensioner,Sydney Metro Contract 1,161608
Feb-2021,Adult,Sydney Metro Contract 10,150126
Feb-2021,CTP,Sydney Metro Contract 10,45405
Feb-2021,Child/Youth,Sydney Metro Contract 10,34693
Feb-2021,Concession,Sydney Metro Contract 10,18135
Feb-2021,Day Pass without SAF,Sydney Metro Contract 10,19
Feb-2021,Employee,Sydney Metro Contract 10,910
Feb-2021,Free Travel,Sydney Metro Contract 10,802
Feb-2021,School Student,Sydney Metro Contract 10,149178
Feb-2021,Senior/Pensioner,Sydney Metro Contract 10,107251
Feb-2021,Adult,Sydney Metro Contract 12,52612
Feb-2021,Adult Single Bus Trip 1,Sydney Metro Contract 12,1
Feb-2021,CTP,Sydney Metro Contract 12,14268
Feb-2021,Child/Youth,Sydney Metro Contract 12,22076
Feb-2021,Concession,Sydney Metro Contract 12,7263
Feb-2021,Employee,Sydney Metro Contract 12,212
Feb-2021,Free Travel,Sydney Metro Contract 12,369
Feb-2021,School Student,Sydney Metro Contract 12,127043
Feb-2021,Senior/Pensioner,Sydney Metro Contract 12,24923
Feb-2021,Adult,Sydney Metro Contract 13,183636
Feb-2021,Adult Single Bus Trip 1,Sydney Metro Contract 13,3
Feb-2021,Adult Single Bus Trip 2,Sydney Metro Contract 13,1
Feb-2021,Adult Single Bus Trip 3,Sydney Metro Contract 13,1
Feb-2021,CTP,Sydney Metro Contract 13,51277
Feb-2021,Child/Youth,Sydney Metro Contract 13,25488
Feb-2021,Concession,Sydney Metro Contract 13,24036
Feb-2021,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 13,3
Feb-2021,Day Pass without SAF,Sydney Metro Contract 13,31
Feb-2021,Employee,Sydney Metro Contract 13,870
Feb-2021,Free Travel,Sydney Metro Contract 13,944
Feb-2021,School Student,Sydney Metro Contract 13,79233
Feb-2021,Senior/Pensioner,Sydney Metro Contract 13,137106
Feb-2021,Adult,Sydney Metro Contract 14,138704
Feb-2021,Adult Single Bus Trip 1,Sydney Metro Contract 14,15
Feb-2021,CTP,Sydney Metro Contract 14,51881
Feb-2021,Child/Youth,Sydney Metro Contract 14,30050
Feb-2021,Concession,Sydney Metro Contract 14,16475
Feb-2021,Employee,Sydney Metro Contract 14,204
Feb-2021,Free Travel,Sydney Metro Contract 14,482
Feb-2021,School Student,Sydney Metro Contract 14,77892
Feb-2021,Senior/Pensioner,Sydney Metro Contract 14,38136
Feb-2021,Adult,Sydney Metro Contract 15,56486
Feb-2021,CTP,Sydney Metro Contract 15,22543
Feb-2021,Child/Youth,Sydney Metro Contract 15,16989
Feb-2021,Concession,Sydney Metro Contract 15,7636
Feb-2021,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 15,3
Feb-2021,Day Pass without SAF,Sydney Metro Contract 15,10
Feb-2021,Employee,Sydney Metro Contract 15,672
Feb-2021,Free Travel,Sydney Metro Contract 15,714
Feb-2021,School Student,Sydney Metro Contract 15,71584
Feb-2021,Senior/Pensioner,Sydney Metro Contract 15,44374
Feb-2021,Adult,Sydney Metro Contract 2,76655
Feb-2021,Adult Single Bus Trip 1,Sydney Metro Contract 2,1
Feb-2021,Adult Single Bus Trip 2,Sydney Metro Contract 2,1
Feb-2021,CTP,Sydney Metro Contract 2,23020
Feb-2021,Child/Youth,Sydney Metro Contract 2,15640
Feb-2021,Concession,Sydney Metro Contract 2,10099
Feb-2021,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 2,2
Feb-2021,Day Pass without SAF,Sydney Metro Contract 2,4
Feb-2021,Employee,Sydney Metro Contract 2,346
Feb-2021,Free Travel,Sydney Metro Contract 2,569
Feb-2021,School Student,Sydney Metro Contract 2,51006
Feb-2021,Senior/Pensioner,Sydney Metro Contract 2,65343
Feb-2021,Adult,Sydney Metro Contract 3,228189
Feb-2021,Adult Single Bus Trip 1,Sydney Metro Contract 3,2
Feb-2021,Adult Single Bus Trip 3,Sydney Metro Contract 3,1
Feb-2021,CTP,Sydney Metro Contract 3,70838
Feb-2021,Child/Youth,Sydney Metro Contract 3,42253
Feb-2021,Child/Youth Single Bus Trip 1,Sydney Metro Contract 3,1
Feb-2021,Concession,Sydney Metro Contract 3,36357
Feb-2021,Day Pass without SAF,Sydney Metro Contract 3,33
Feb-2021,Employee,Sydney Metro Contract 3,1067
Feb-2021,Free Travel,Sydney Metro Contract 3,1073
Feb-2021,School Student,Sydney Metro Contract 3,88524
Feb-2021,Senior/Pensioner,Sydney Metro Contract 3,210285
Feb-2021,Adult,Sydney Metro Contract 4,493115
Feb-2021,Adult Single Bus Trip 1,Sydney Metro Contract 4,3
Feb-2021,CTP,Sydney Metro Contract 4,154561
Feb-2021,Child/Youth,Sydney Metro Contract 4,63606
Feb-2021,Concession,Sydney Metro Contract 4,65530
Feb-2021,Day Pass without SAF,Sydney Metro Contract 4,29
Feb-2021,Employee,Sydney Metro Contract 4,1870
Feb-2021,Free Travel,Sydney Metro Contract 4,1234
Feb-2021,On Demand,Sydney Metro Contract 4,1517
Feb-2021,School Student,Sydney Metro Contract 4,190850
Feb-2021,Senior/Pensioner,Sydney Metro Contract 4,138134
Feb-2021,Adult,Sydney Metro Contract 5,85604
Feb-2021,Adult Single Bus Trip 1,Sydney Metro Contract 5,2
Feb-2021,Adult Single Bus Trip 2,Sydney Metro Contract 5,1
Feb-2021,CTP,Sydney Metro Contract 5,23659
Feb-2021,Child/Youth,Sydney Metro Contract 5,10038
Feb-2021,Concession,Sydney Metro Contract 5,10743
Feb-2021,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 5,2
Feb-2021,Day Pass without SAF,Sydney Metro Contract 5,4
Feb-2021,Employee,Sydney Metro Contract 5,489
Feb-2021,Free Travel,Sydney Metro Contract 5,404
Feb-2021,School Student,Sydney Metro Contract 5,21708
Feb-2021,Senior/Pensioner,Sydney Metro Contract 5,87659
Feb-2021,Adult,Sydney Metro Contract 7,758726
Feb-2021,Adult Single Bus Trip 1,Sydney Metro Contract 7,28
Feb-2021,Adult Single Bus Trip 3,Sydney Metro Contract 7,4
Feb-2021,CTP,Sydney Metro Contract 7,284564
Feb-2021,Child/Youth,Sydney Metro Contract 7,75967
Feb-2021,Concession,Sydney Metro Contract 7,80999
Feb-2021,Day Pass without SAF,Sydney Metro Contract 7,58
Feb-2021,Employee,Sydney Metro Contract 7,6292
Feb-2021,Free Travel,Sydney Metro Contract 7,2036
